Frequencies,Input,Output
600,2.44,2.45
600,2.26,2.12
600,2.36,2.50
600,2.37,2.34
600,2.23,2.27
600,2.42,2.60
600,2.31,2.23
700,2.36,2.40
700,2.27,2.34
700,2.37,2.37
700,2.31,2.38
700,2.34,2.32
700,2.27,2.18
700,2.27,2.22
700,2.29,2.25
700,2.32,2.29
700,2.36,2.32
700,2.39,2.37
700,2.43,2.40
700,2.53,2.43
700,2.54,2.48
700,2.52,2.60
700,2.49,2.58
700,2.46,2.54
700,2.43,2.51
700,2.39,2.48
700,2.36,2.43
700,2.32,2.40
700,2.28,2.37
700,2.24,2.33
700,2.14,2.28
700,2.13,2.24
700,2.15,2.12
700,2.17,2.15
700,2.21,2.18
700,2.25,2.21
700,2.28,2.25
700,2.31,2.29
700,2.35,2.32
700,2.38,2.35
700,2.42,2.39
700,2.46,2.41
700,2.52,2.47
700,2.52,2.61
700,2.50,2.58
700,2.47,2.55
700,2.44,2.50
700,2.40,2.47
700,2.36,2.43
700,2.33,2.41
700,2.29,2.37
700,2.25,2.34
700,2.15,2.28
700,2.13,2.25
700,2.15,2.12
700,2.18,2.15
700,2.21,2.18
700,2.24,2.22
700,2.27,2.24
700,2.31,2.28
700,2.35,2.32
700,2.39,2.36
700,2.42,2.39
700,2.46,2.41
700,2.52,2.47
700,2.52,2.53
700,2.50,2.58
700,2.47,2.55
700,2.44,2.52
700,2.40,2.48
700,2.37,2.45
700,2.34,2.42
700,2.30,2.38
700,2.26,2.34
700,2.21,2.30
700,2.15,2.26
700,2.15,2.21
700,2.17,2.15
700,2.20,2.18
700,2.23,2.21
700,2.27,2.23
700,2.30,2.27
700,2.33,2.31
700,2.37,2.34
700,2.41,2.38
700,2.46,2.40
700,2.53,2.46
700,2.53,2.51
700,2.51,2.59
700,2.48,2.56
700,2.45,2.52
700,2.41,2.49
700,2.38,2.45
700,2.35,2.42
700,2.31,2.39
700,2.26,2.36
700,2.22,2.31
700,2.15,2.26
700,2.15,2.23
700,2.17,2.14
700,2.19,2.17
700,2.23,2.19
700,2.26,2.23
700,2.30,2.26
700,2.33,2.30
700,2.36,2.32
700,2.40,2.37
700,2.44,2.41
700,2.52,2.44
700,2.53,2.50
700,2.51,2.60
700,2.48,2.57
700,2.46,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.39
700,2.28,2.36
700,2.24,2.32
700,2.14,2.28
700,2.14,2.23
700,2.16,2.13
700,2.18,2.16
700,2.22,2.20
700,2.25,2.22
700,2.28,2.25
700,2.32,2.30
700,2.35,2.33
700,2.39,2.36
700,2.43,2.40
700,2.53,2.43
700,2.54,2.49
700,2.52,2.60
700,2.50,2.57
700,2.46,2.54
700,2.43,2.51
700,2.39,2.46
700,2.36,2.43
700,2.32,2.40
700,2.28,2.37
700,2.25,2.33
700,2.15,2.29
700,2.13,2.25
700,2.15,2.12
700,2.18,2.16
700,2.21,2.19
700,2.24,2.22
700,2.27,2.25
700,2.31,2.28
700,2.34,2.32
700,2.38,2.36
700,2.42,2.38
700,2.46,2.42
700,2.52,2.47
700,2.52,2.53
700,2.50,2.58
700,2.47,2.56
700,2.44,2.52
700,2.40,2.49
700,2.37,2.45
700,2.34,2.41
700,2.29,2.38
700,2.26,2.35
700,2.21,2.30
700,2.15,2.26
700,2.16,2.20
700,2.17,2.15
700,2.20,2.17
700,2.24,2.21
700,2.26,2.22
700,2.30,2.27
700,2.34,2.31
700,2.37,2.34
700,2.41,2.38
700,2.45,2.41
700,2.53,2.46
700,2.53,2.50
700,2.51,2.59
700,2.48,2.56
700,2.45,2.53
700,2.41,2.49
700,2.38,2.46
700,2.35,2.42
700,2.30,2.38
700,2.27,2.35
700,2.22,2.31
700,2.15,2.27
700,2.15,2.22
700,2.16,2.14
700,2.19,2.17
700,2.23,2.20
700,2.26,2.23
700,2.29,2.26
700,2.33,2.30
700,2.36,2.33
700,2.39,2.37
700,2.44,2.41
700,2.53,2.44
700,2.53,2.49
700,2.52,2.60
700,2.49,2.57
700,2.45,2.54
700,2.42,2.50
700,2.39,2.46
700,2.35,2.43
700,2.32,2.40
700,2.28,2.37
700,2.24,2.33
700,2.15,2.28
700,2.14,2.23
700,2.16,2.13
700,2.19,2.16
700,2.22,2.20
700,2.25,2.22
700,2.28,2.25
700,2.32,2.29
700,2.35,2.33
700,2.39,2.36
700,2.43,2.39
700,2.53,2.44
700,2.54,2.48
700,2.53,2.61
700,2.50,2.58
700,2.47,2.55
700,2.43,2.51
700,2.40,2.47
700,2.36,2.44
700,2.33,2.40
700,2.29,2.37
700,2.25,2.33
700,2.15,2.30
700,2.13,2.25
700,2.14,2.11
700,2.17,2.15
700,2.20,2.18
700,2.24,2.21
700,2.27,2.24
700,2.31,2.28
700,2.34,2.31
700,2.39,2.35
700,2.42,2.39
700,2.46,2.42
700,2.53,2.46
700,2.53,2.52
700,2.50,2.59
700,2.47,2.56
700,2.44,2.51
700,2.40,2.48
700,2.37,2.44
700,2.33,2.41
700,2.30,2.38
700,2.25,2.34
700,2.21,2.30
700,2.15,2.25
700,2.15,2.21
700,2.17,2.14
700,2.20,2.17
700,2.23,2.20
700,2.26,2.23
700,2.30,2.27
700,2.33,2.31
700,2.37,2.35
700,2.41,2.37
700,2.45,2.42
700,2.53,2.45
700,2.53,2.50
700,2.51,2.59
700,2.48,2.56
700,2.45,2.52
700,2.41,2.49
700,2.38,2.46
700,2.35,2.43
700,2.31,2.39
700,2.27,2.36
700,2.23,2.32
700,2.15,2.27
700,2.14,2.22
700,2.16,2.13
700,2.19,2.17
700,2.22,2.19
700,2.25,2.23
700,2.29,2.26
700,2.32,2.30
700,2.36,2.33
700,2.40,2.37
700,2.44,2.40
700,2.53,2.44
700,2.54,2.49
700,2.52,2.60
700,2.49,2.57
700,2.45,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.39
700,2.27,2.36
700,2.23,2.32
700,2.15,2.30
700,2.13,2.24
700,2.16,2.12
700,2.19,2.17
700,2.21,2.19
700,2.25,2.22
700,2.28,2.25
700,2.31,2.29
700,2.35,2.33
700,2.39,2.36
700,2.43,2.39
700,2.53,2.44
700,2.54,2.48
700,2.52,2.61
700,2.50,2.58
700,2.46,2.55
700,2.43,2.51
700,2.39,2.48
700,2.36,2.44
700,2.33,2.41
700,2.29,2.37
700,2.25,2.33
700,2.15,2.29
700,2.13,2.25
700,2.15,2.12
700,2.17,2.15
700,2.21,2.18
700,2.24,2.21
700,2.27,2.24
700,2.30,2.27
700,2.34,2.31
700,2.38,2.35
700,2.42,2.38
700,2.46,2.42
700,2.53,2.46
700,2.53,2.53
700,2.50,2.59
700,2.47,2.55
700,2.44,2.51
700,2.40,2.48
700,2.37,2.45
700,2.33,2.42
700,2.29,2.38
700,2.25,2.34
700,2.21,2.30
700,2.15,2.26
700,2.15,2.22
700,2.17,2.15
700,2.20,2.17
700,2.23,2.20
700,2.27,2.24
700,2.30,2.27
700,2.34,2.31
700,2.37,2.35
700,2.41,2.38
700,2.45,2.41
700,2.53,2.46
700,2.53,2.51
700,2.51,2.59
700,2.48,2.56
700,2.44,2.52
700,2.41,2.49
700,2.38,2.46
700,2.34,2.41
700,2.31,2.39
700,2.27,2.36
700,2.23,2.31
700,2.15,2.27
700,2.15,2.23
700,2.17,2.13
700,2.19,2.17
700,2.22,2.19
700,2.25,2.22
700,2.29,2.26
700,2.32,2.30
700,2.36,2.33
700,2.40,2.38
700,2.44,2.41
700,2.53,2.45
700,2.54,2.50
700,2.52,2.60
700,2.48,2.57
700,2.45,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.39
700,2.28,2.36
700,2.24,2.33
700,2.15,2.28
700,2.14,2.24
700,2.16,2.13
700,2.18,2.16
700,2.21,2.18
700,2.24,2.22
700,2.27,2.24
700,2.31,2.29
700,2.35,2.33
700,2.39,2.37
700,2.43,2.39
700,2.53,2.44
700,2.55,2.48
700,2.53,2.61
700,2.50,2.58
700,2.46,2.54
700,2.43,2.50
700,2.39,2.48
700,2.36,2.44
700,2.32,2.40
700,2.28,2.37
700,2.25,2.34
700,2.20,2.30
700,2.15,2.25
700,2.16,2.12
700,2.18,2.15
700,2.20,2.18
700,2.24,2.21
700,2.25,2.21
700,2.28,2.26
700,2.30,2.27
700,2.32,2.30
700,2.39,2.38
700,2.45,2.42
700,2.52,2.47
700,2.52,2.53
700,2.50,2.58
700,2.47,2.56
700,2.44,2.52
700,2.41,2.48
700,2.38,2.45
700,2.34,2.41
700,2.30,2.38
700,2.26,2.35
700,2.22,2.31
700,2.15,2.26
700,2.15,2.22
700,2.17,2.13
700,2.19,2.17
700,2.23,2.20
700,2.26,2.23
700,2.29,2.27
700,2.33,2.30
700,2.37,2.34
700,2.41,2.38
700,2.45,2.41
700,2.54,2.46
700,2.54,2.50
700,2.52,2.59
700,2.48,2.56
700,2.45,2.53
700,2.42,2.48
700,2.38,2.46
700,2.34,2.43
700,2.31,2.39
700,2.27,2.35
700,2.23,2.32
700,2.15,2.27
700,2.14,2.23
700,2.16,2.13
700,2.19,2.17
700,2.22,2.20
700,2.25,2.22
700,2.28,2.26
700,2.32,2.30
700,2.36,2.33
700,2.40,2.37
700,2.44,2.40
700,2.53,2.45
700,2.54,2.49
700,2.52,2.60
700,2.49,2.57
700,2.46,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.39
700,2.28,2.36
700,2.24,2.33
700,2.15,2.29
700,2.14,2.24
700,2.15,2.13
700,2.18,2.16
700,2.21,2.18
700,2.24,2.22
700,2.27,2.24
700,2.31,2.28
700,2.35,2.32
700,2.39,2.36
700,2.43,2.39
700,2.53,2.43
700,2.55,2.48
700,2.53,2.61
700,2.50,2.58
700,2.47,2.55
700,2.43,2.51
700,2.40,2.48
700,2.36,2.44
700,2.33,2.41
700,2.29,2.37
700,2.25,2.34
700,2.15,2.30
700,2.13,2.25
700,2.15,2.12
700,2.17,2.14
700,2.20,2.18
700,2.24,2.21
700,2.27,2.24
700,2.31,2.28
700,2.34,2.31
700,2.38,2.35
700,2.42,2.38
700,2.46,2.42
700,2.53,2.47
700,2.53,2.53
700,2.50,2.58
700,2.47,2.56
700,2.44,2.52
700,2.40,2.48
700,2.37,2.45
700,2.33,2.42
700,2.30,2.39
700,2.26,2.34
700,2.22,2.31
700,2.15,2.26
700,2.15,2.22
700,2.17,2.14
700,2.19,2.17
700,2.23,2.20
700,2.26,2.23
700,2.29,2.27
700,2.33,2.30
700,2.37,2.34
700,2.41,2.37
700,2.45,2.41
700,2.53,2.46
700,2.53,2.50
700,2.51,2.59
700,2.48,2.56
700,2.45,2.53
700,2.41,2.49
700,2.38,2.46
700,2.35,2.42
700,2.31,2.39
700,2.27,2.35
700,2.23,2.31
700,2.15,2.27
700,2.14,2.22
700,2.16,2.14
700,2.18,2.16
700,2.22,2.19
700,2.25,2.22
700,2.28,2.26
700,2.32,2.30
700,2.36,2.33
700,2.39,2.37
700,2.44,2.40
700,2.53,2.44
700,2.55,2.49
700,2.53,2.60
700,2.49,2.57
700,2.45,2.53
700,2.42,2.49
700,2.39,2.47
700,2.35,2.43
700,2.31,2.40
700,2.27,2.36
700,2.24,2.33
700,2.15,2.28
700,2.14,2.25
700,2.16,2.11
700,2.18,2.16
700,2.21,2.19
700,2.24,2.22
700,2.28,2.24
700,2.31,2.28
700,2.35,2.32
700,2.39,2.36
700,2.43,2.40
700,2.53,2.43
700,2.55,2.48
700,2.53,2.61
700,2.49,2.58
700,2.46,2.54
700,2.43,2.51
700,2.39,2.48
700,2.36,2.44
700,2.33,2.41
700,2.29,2.37
700,2.26,2.34
700,2.15,2.30
700,2.13,2.25
700,2.15,2.11
700,2.17,2.15
700,2.20,2.17
700,2.23,2.20
700,2.27,2.24
700,2.30,2.28
700,2.34,2.32
700,2.38,2.35
700,2.42,2.38
700,2.46,2.42
700,2.53,2.46
700,2.53,2.53
700,2.50,2.59
700,2.47,2.56
700,2.44,2.52
700,2.40,2.48
700,2.37,2.44
700,2.34,2.42
700,2.30,2.38
700,2.26,2.35
700,2.21,2.31
700,2.14,2.26
700,2.15,2.22
700,2.17,2.13
700,2.20,2.17
700,2.23,2.20
700,2.26,2.23
700,2.30,2.26
700,2.34,2.30
700,2.36,2.33
700,2.41,2.37
700,2.45,2.41
700,2.53,2.46
700,2.53,2.50
700,2.51,2.59
700,2.48,2.57
700,2.44,2.52
700,2.41,2.49
700,2.38,2.45
700,2.35,2.43
700,2.31,2.39
700,2.27,2.35
700,2.23,2.31
700,2.15,2.28
700,2.14,2.23
700,2.16,2.12
700,2.18,2.16
700,2.22,2.19
700,2.25,2.22
700,2.28,2.26
700,2.32,2.29
700,2.36,2.33
700,2.40,2.37
700,2.44,2.40
700,2.53,2.45
700,2.54,2.48
700,2.52,2.60
700,2.49,2.57
700,2.45,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.44
700,2.32,2.40
700,2.28,2.36
700,2.24,2.32
700,2.14,2.28
700,2.13,2.24
700,2.15,2.11
700,2.17,2.16
700,2.21,2.18
700,2.24,2.21
700,2.27,2.24
700,2.31,2.29
700,2.35,2.32
700,2.39,2.36
700,2.43,2.39
700,2.53,2.44
700,2.55,2.48
700,2.53,2.61
700,2.50,2.58
700,2.46,2.55
700,2.43,2.51
700,2.40,2.47
700,2.37,2.44
700,2.33,2.40
700,2.29,2.37
700,2.25,2.34
700,2.15,2.30
700,2.13,2.25
700,2.15,2.12
700,2.17,2.15
700,2.20,2.18
700,2.24,2.20
700,2.27,2.24
700,2.31,2.28
700,2.34,2.32
700,2.38,2.35
700,2.42,2.39
700,2.46,2.41
700,2.53,2.46
700,2.52,2.53
700,2.50,2.59
700,2.47,2.55
700,2.44,2.52
700,2.40,2.48
700,2.38,2.45
700,2.34,2.41
700,2.30,2.39
700,2.26,2.35
700,2.22,2.31
700,2.15,2.26
700,2.14,2.22
700,2.17,2.14
700,2.19,2.17
700,2.23,2.21
700,2.26,2.24
700,2.30,2.26
700,2.33,2.31
700,2.37,2.34
700,2.41,2.38
700,2.46,2.41
700,2.53,2.45
700,2.53,2.50
700,2.51,2.60
700,2.48,2.56
700,2.45,2.53
700,2.41,2.49
700,2.38,2.46
700,2.35,2.42
700,2.31,2.39
700,2.27,2.36
700,2.22,2.32
700,2.15,2.27
700,2.14,2.22
700,2.16,2.13
700,2.19,2.16
700,2.22,2.19
700,2.25,2.23
700,2.29,2.26
700,2.32,2.29
700,2.36,2.33
700,2.40,2.37
700,2.44,2.40
700,2.53,2.44
700,2.54,2.49
700,2.52,2.60
700,2.49,2.57
700,2.45,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.40
700,2.28,2.36
700,2.24,2.33
700,2.15,2.28
700,2.13,2.24
700,2.16,2.12
700,2.17,2.14
700,2.21,2.18
700,2.24,2.22
700,2.27,2.24
700,2.31,2.29
700,2.35,2.32
700,2.39,2.37
700,2.43,2.40
700,2.53,2.43
700,2.54,2.47
700,2.52,2.61
700,2.50,2.58
700,2.46,2.54
700,2.43,2.51
700,2.39,2.48
700,2.37,2.45
700,2.33,2.41
700,2.29,2.38
700,2.25,2.34
700,2.15,2.29
700,2.13,2.24
700,2.15,2.11
700,2.17,2.14
700,2.20,2.18
700,2.23,2.20
700,2.27,2.24
700,2.30,2.28
700,2.34,2.32
700,2.38,2.36
700,2.42,2.39
700,2.46,2.42
700,2.53,2.47
700,2.53,2.52
700,2.50,2.58
700,2.47,2.55
700,2.44,2.52
700,2.40,2.49
700,2.37,2.45
700,2.34,2.41
700,2.30,2.38
700,2.26,2.35
700,2.22,2.31
700,2.15,2.26
700,2.15,2.22
700,2.17,2.13
700,2.19,2.17
700,2.23,2.20
700,2.26,2.24
700,2.30,2.27
700,2.33,2.30
700,2.37,2.35
700,2.41,2.38
700,2.45,2.42
700,2.53,2.46
700,2.53,2.50
700,2.51,2.59
700,2.48,2.56
700,2.44,2.52
700,2.41,2.49
700,2.39,2.46
700,2.35,2.42
700,2.31,2.39
700,2.27,2.36
700,2.23,2.31
700,2.14,2.28
700,2.14,2.22
700,2.16,2.12
700,2.18,2.17
700,2.22,2.19
700,2.25,2.22
700,2.29,2.26
700,2.32,2.30
700,2.36,2.33
700,2.40,2.38
700,2.44,2.40
700,2.53,2.44
700,2.54,2.49
700,2.52,2.60
700,2.49,2.56
700,2.46,2.54
700,2.42,2.50
700,2.39,2.48
700,2.36,2.43
700,2.32,2.40
700,2.28,2.36
700,2.24,2.33
700,2.14,2.28
700,2.13,2.24
700,2.15,2.11
700,2.18,2.16
700,2.21,2.19
700,2.25,2.22
700,2.28,2.25
700,2.32,2.28
700,2.35,2.32
700,2.39,2.36
700,2.43,2.39
700,2.53,2.43
700,2.54,2.48
700,2.52,2.60
700,2.50,2.58
700,2.47,2.54
700,2.43,2.51
700,2.40,2.47
700,2.36,2.44
700,2.33,2.41
700,2.30,2.37
700,2.25,2.34
700,2.15,2.29
700,2.12,2.25
700,2.14,2.11
700,2.17,2.15
700,2.20,2.17
700,2.24,2.20
700,2.27,2.24
700,2.30,2.28
700,2.34,2.31
700,2.38,2.35
700,2.42,2.39
700,2.46,2.40
700,2.53,2.47
700,2.53,2.52
700,2.50,2.58
700,2.47,2.56
700,2.44,2.51
700,2.41,2.49
700,2.38,2.45
700,2.34,2.42
700,2.31,2.39
700,2.26,2.35
700,2.22,2.31
700,2.15,2.26
700,2.15,2.21
700,2.17,2.14
700,2.19,2.17
700,2.23,2.20
700,2.26,2.24
700,2.29,2.27
700,2.33,2.31
700,2.37,2.34
700,2.41,2.38
700,2.45,2.42
700,2.53,2.45
700,2.53,2.50
700,2.51,2.59
700,2.48,2.56
700,2.44,2.52
700,2.41,2.50
700,2.38,2.46
700,2.35,2.43
700,2.31,2.39
700,2.27,2.36
700,2.23,2.31
700,2.15,2.27
700,2.14,2.22
700,2.16,2.13
700,2.19,2.16
700,2.22,2.19
700,2.26,2.23
700,2.29,2.26
700,2.32,2.30
700,2.36,2.34
700,2.40,2.37
700,2.44,2.41
700,2.53,2.44
700,2.54,2.48
700,2.52,2.60
700,2.49,2.57
700,2.46,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.43
700,2.32,2.40
700,2.28,2.36
700,2.24,2.32
700,2.14,2.29
700,2.13,2.24
700,2.15,2.12
700,2.18,2.16
700,2.21,2.18
700,2.24,2.22
700,2.28,2.24
700,2.32,2.28
700,2.35,2.33
700,2.39,2.36
700,2.43,2.39
700,2.53,2.44
700,2.54,2.48
700,2.52,2.61
700,2.50,2.58
700,2.46,2.55
700,2.43,2.51
700,2.40,2.48
700,2.37,2.44
700,2.33,2.41
700,2.29,2.38
700,2.25,2.34
700,2.15,2.30
700,2.13,2.25
700,2.15,2.10
700,2.17,2.15
700,2.20,2.18
700,2.24,2.21
700,2.27,2.24
700,2.30,2.28
700,2.34,2.31
700,2.38,2.36
700,2.42,2.38
700,2.45,2.41
700,2.53,2.47
700,2.53,2.52
700,2.50,2.59
700,2.47,2.55
700,2.44,2.52
700,2.41,2.48
700,2.38,2.46
700,2.34,2.41
700,2.30,2.39
700,2.26,2.34
700,2.22,2.31
700,2.15,2.26
700,2.14,2.22
700,2.17,2.14
700,2.19,2.17
700,2.23,2.20
700,2.26,2.23
700,2.30,2.27
700,2.33,2.31
700,2.37,2.35
700,2.41,2.38
700,2.45,2.40
700,2.53,2.46
700,2.53,2.50
700,2.51,2.59
700,2.48,2.55
700,2.45,2.53
700,2.41,2.50
700,2.38,2.46
700,2.35,2.43
700,2.31,2.39
700,2.27,2.36
700,2.23,2.31
700,2.15,2.28
700,2.14,2.22
700,2.16,2.13
700,2.19,2.16
700,2.22,2.20
700,2.26,2.22
700,2.29,2.26
700,2.32,2.30
700,2.36,2.34
700,2.39,2.37
700,2.44,2.39
700,2.53,2.44
700,2.54,2.49
700,2.52,2.60
700,2.49,2.57
700,2.46,2.53
700,2.42,2.50
700,2.39,2.47
700,2.36,2.44
700,2.32,2.40
800,2.36,2.39
800,2.38,2.50
800,2.20,2.32
800,2.26,2.24
800,2.45,2.41
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.45
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.43
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.27
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.45
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.44,2.45
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.43
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.43
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.45
800,2.24,2.28
800,2.44,2.45
800,2.23,2.28
800,2.43,2.44
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.27
800,2.44,2.43
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.43
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.45
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.29
800,2.44,2.45
800,2.24,2.28
800,2.44,2.45
800,2.23,2.28
800,2.43,2.43
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.27
800,2.43,2.43
800,2.24,2.28
800,2.43,2.43
800,2.23,2.28
800,2.43,2.45
800,2.23,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.29
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.45
800,2.23,2.27
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.45
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.45
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.45
800,2.24,2.29
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.44
800,2.23,2.27
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.27
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.44
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.43,2.43
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.29
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.29
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.43
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.43
800,2.23,2.28
800,2.44,2.44
800,2.24,2.29
800,2.44,2.45
800,2.24,2.28
800,2.43,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.27
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.45
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.27
800,2.43,2.43
800,2.23,2.27
800,2.43,2.43
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.45
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.45
800,2.23,2.29
800,2.43,2.44
800,2.23,2.28
800,2.44,2.45
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.43
800,2.24,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.45
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.44,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.44
800,2.23,2.28
800,2.43,2.45
800,2.24,2.28
800,2.44,2.44
800,2.24,2.28
800,2.43,2.45
800,2.23,2.28
800,2.43,2.44
800,2.23,2.27
800,2.44,2.43
800,2.24,2.28
800,2.44,2.44
800,2.23,2.28
800,2.43,2.44
800,2.24,2.28
800,2.44,2.44
800,2.23,2.27
800,2.44,2.44
